,,,,,,,,,,,,,,,,,
,,,,,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected
Refugees in Sudan,Displacement,SDN005,Sudan,SDN,0,13.676,0.65,0.218,0.226,3.4,0,0.9259309410968178,0.044008124576844956,0.014759647935003384,0.015301286391333784,3,3.2
Drought in Senegal,Drought,SEN002,Senegal,SEN,12.251,4.361,1.206,0.057,0,3.5,0.6853322891027075,0.243958379950772,0.0674647572163795,0.0031886328037592305,0,3,3.25
Complex crisis in El Salvador,"Displacement,Violence,Floods,Drought",SLV001,El Salvador,SLV,5.185,0,0.446,0.669,0,3.4,0.823015873015873,0,0.0707936507936508,0.1061904761904762,0,4,3.7
Complex crisis in Somalia,"Conflict,Displacement,Floods,Drought",SOM001,Somalia,SOM,0,8.788,4.056,2.535,1.521,4.8,0,0.52,0.24,0.15,0.09,5,4.9
Mixed Migration Flows in Somalia,Displacement,SOM002,Somalia,SOM,2.657,0,0.038,x,x,1,0.9862657757980697,0,0.014105419450631032,x,x,1,1
Complex crisis in South Sudan,"Conflict,Floods,Displacement",SSD001,South Sudan,SSD,0,3.37,1.41,7.896,0.094,5,0,0.2637551850982234,0.11035454332002817,0.6179854425921578,0.007356969554668545,4,4.5
Displacement from Russia-Ukraine conflict in Slovakia,"Displacement,Conflict",SVK002,Slovakia,SVK,5.432,0,0.112,x,x,1.7,0.9797979797979798,0,0.020202020202020204,x,x,1,1.35
Food Security Crisis in Eswatini,Drought,SWZ001,Eswatini,SWZ,0.475,0.431,0.268,0.015,0,2.4,0.3998316498316498,0.3627946127946128,0.2255892255892256,0.012626262626262626,0,3,2.7
Syrian conflict,"Conflict,Displacement,Violence",SYR001,Syria,SYR,0,6.171,11.661,4.177,0.116,5,0,0.27891525423728813,0.5270508474576271,0.18879096045197738,0.005242937853107345,4,4.5
Türkiye / Syria earthquake in Syria,Earthquake,SYR002,Syria,SYR,4.778,4.7,2.993,1.066,0.041,4.4,0.3518927677124761,0.34614818088083665,0.22043010752688172,0.0785093533657387,0.003019590514066873,4,4.2
Complex crisis in Chad,"Conflict,Displacement",TCD001,Chad,TCD,12.921,0,2.531,1.744,1.098,4.6,0.7062971466054444,0,0.13835137203454684,0.09533180277686673,0.060019678583142014,5,4.8
Lake Chad basin crisis,Conflict,TCD003,Chad,TCD,0.137,0,0,0.146,0.626,3.1,0.15088105726872247,0,0,0.16079295154185022,0.6894273127753304,5,4.05
CAR refugees in Chad,Displacement,TCD004,Chad,TCD,2.188,0,0,0,1.261,3.5,0.634386778776457,0,0,0,0.36561322122354306,5,4.25
Darfur refugees in Chad,Displacement,TCD005,Chad,TCD,1.076,0,0,0,1.434,3.6,0.42885611797528894,0,0,0,0.5715424471901156,5,4.3
Multiple situations in Thailand,"Conflict,Displacement",THA001,Thailand,THA,3.709,0,0.091,0,0,1.6,0.9760526315789474,0,0.02394736842105263,0,0,1,1.3
Conflict in southern Thailand ,Conflict,THA002,Thailand,THA,3.458,x,x,x,x,x,1,x,x,x,x,x,x
Myanmar refugees in Thailand,Conflict,THA003,Thailand,THA,0.252,0,0.091,0,0,1.6,0.7368421052631579,0,0.26608187134502925,0,0,3,2.3
Food Security Crisis in Timor-Leste,Food Security,TLS003,Timor Leste,TLS,0.549,0.549,0.255,0.007,0,2.4,0.40397350993377484,0.40397350993377484,0.18763796909492272,0.0051508462104488595,0,3,2.7
Venezuelan refugees in Trinidad and Tobago,Displacement,TTO002,Trinidad and Tobago,TTO,1.319,0.174,0.038,x,x,1,0.8615284128020901,0.11365120836054866,0.024820378837361202,x,x,2,1.5
Mixed migration flows in Tunisia,Displacement,TUN002,Tunisia,TUN,12.475,0,0.011,x,x,0.1,0.9991190132948903,0,0.0008809867051097229,x,x,1,0.55
Complex situation in Türkiye,"Displacement,Conflict",TUR001,Türkiye,TUR,27.851,19.024,4.901,0.275,0,4.5,0.5350816522574448,0.3654947166186359,0.09415946205571565,0.005283381364073006,0,3,3.75
Syrian Refugees in Türkiye,Displacement,TUR002,Türkiye,TUR,35.06,4.936,2.041,0.254,0,3.9,0.8290375975407898,0.11671790021281626,0.04826200047292504,0.006006148025537952,0,3,3.45
Mixed Migration Flows in Türkiye,Displacement,TUR003,Türkiye,TUR,7.867,7.588,0.26,0.021,0,2.4,0.49993645144890697,0.4822064056939502,0.01652262328418912,0.0013345195729537367,0,2,2.2
Kurdish Conflict,Conflict,TUR004,Türkiye,TUR,x,x,x,x,x,x,x,x,x,x,x,x,x
Türkiye / Syria earthquake in Türkiye,Earthquake,TUR005,Türkiye,TUR,4.322,6.5,2.6,x,x,4,0.32200864252719413,0.48427954105200416,0.19371181642080168,x,x,3,3.5
Multiple Crises in Tanzania,"Displacement,Drought",TZA001,Tanzania,TZA,6.014,18.513,1.251,0,0,3.5,0.2332997129335092,0.7181705330126464,0.04852975405384436,0,0,2,2.75
International Displacement in Tanzania,Displacement,TZA002,Tanzania,TZA,0,14.754,0.261,0,0,2.4,0,0.9826173826173826,0.017382617382617382,0,0,2,2.2
Food Security Crisis in North-East Tanzania,Drought,TZA003,Tanzania,TZA,6.014,3.759,0.99,0,0,3.3,0.5587661432686054,0.3492520672674905,0.09198178946390412,0,0,3,3.15
International Displacement in Uganda,Displacement,UGA005,Uganda,UGA,5.843,0,1.568,x,x,3.7,0.7884226150317096,0,0.21157738496829037,x,x,3,3.35
Russia-Ukraine conflict,"Conflict,Displacement",UKR002,Ukraine,UKR,17.181,3.81,11.42,1.406,4.744,5,0.44556535269709546,0.09880705394190871,0.2961618257261411,0.03646265560165975,0.12302904564315352,5,5
Complex crisis in Venezuela,"Socio-political,Violence,Floods",VEN001,Venezuela,VEN,0,9.623,3.113,15.566,0,5,0,0.3400113066214402,0.10999222669775988,0.5499964666807999,0,4,4.5
Conflict in Yemen,Conflict,YEM001,Yemen,YEM,5,6.3,8.2,7.3,6.1,5,0.1519756838905775,0.19148936170212766,0.2492401215805471,0.22188449848024316,0.18541033434650456,5,5
Mixed migration flows in Yemen,Displacement,YEM002,Yemen,YEM,5.961,0,0.143,0.084,0.053,2.4,0.9548294089380106,0,0.022905654332852795,0.013455069678039404,0.008489508249239148,1,1.7
Drought in Zambia,Drought,ZMB002,Zambia,ZMB,3.265,3.825,1.979,0.058,0,3.8,0.3577298126438041,0.4190862276761258,0.21682918812315108,0.006354771556919031,0,3,3.4
Complex crisis in Zimbabwe,"Socio-political,Drought",ZWE001,Zimbabwe,ZWE,0,13.792,3,0,0,4.1,0,0.8213434969032872,0.17865650309671272,0,0,3,3.55
